σαρξ	4561	n-nsf	1	1.2.23
σαρκος	4561	n-gsf	1	1.2.23
κληθησεται	2564	v-fpi-3s	1	1.2.23
γυνη	1135	n-nsf	1	1.2.23
ανδρος	435	n-gsm	1	1.2.23
ελημφθη	2983	v-api-3s	1	1.2.23
τουτου	3778	d-gsn,d-gsm	66	1.2.24,1.3.11,40.13.15,40.19.5,40.26.29,40.27.24,41.10.7,41.10.10,42.2.17,42.9.45,42.13.16,42.16.8,42.20.34,42.22.51,42.24.4,43.4.13,43.6.51,43.6.61,43.6.66,43.8.23,43.9.31,43.10.41,43.11.9,43.12.31,43.13.1,43.16.11,43.16.19,43.18.17,43.18.29,43.18.36,43.19.12,44.5.28,44.9.13,44.13.17,44.13.23,44.13.38,44.15.2,44.15.6,44.17.32,44.21.28,44.22.22,44.25.25,44.28.9,44.28.27,45.7.24,46.1.20,46.2.6,46.2.8,46.3.19,46.5.10,46.7.31,47.4.4,47.12.8,49.2.2,49.3.1,49.3.14,49.5.31,49.6.12,51.1.27,56.1.5,59.1.26,62.4.6,66.22.7,66.22.9,66.22.10,66.22.18
καταλειψει	2641	v-fai-3s	1	1.2.24
πατερα	3962	n-asm	1	1.2.24
μητερα	3384	n-asf	1	1.2.24
προσκολληθησεται	4347	v-fpi-3s	1	1.2.24
εσονται	1510	v-fmi-3p,v-fxi-3p	30	1.2.24,40.12.27,40.19.5,40.19.30,40.20.16,40.24.7,40.24.40,41.10.8,41.10.31,41.13.8,41.13.19,41.13.25,42.11.19,42.12.52,42.13.30,42.17.34,42.17.35,42.21.11,42.21.25,43.6.45,46.6.16,47.6.16,49.5.31,55.2.2,55.3.2,58.8.10,61.2.1,65.1.18,66.20.6,66.21.3
οι	3588	t-npm,r-npm,t-vpm	163	1.2.24,1.14.13,1.35.4,1.35.26,1.36.5,1.39.1,1.40.5,1.40.7,1.46.31,2.32.1,2.32.23,4.9.6,4.26.63,4.34.17,5.2.4,5.3.8,5.4.28,5.4.47,5.19.17,5.29.22,5.30.7,5.31.4,5.31.13,6.2.10,6.5.1,6.8.33,6.9.10,6.18.2,6.22.30,9.12.21,9.25.7,10.2.10,10.8.7,10.21.12,11.4.2,11.12.6,11.12.31,12.7.13,12.17.2,12.18.35,12.20.18,12.23.22,12.25.11,12.25.25,13.2.9,13.4.22,13.11.10,13.12.31,13.14.4,13.18.7,13.29.30,14.5.6,14.8.7,14.10.8,14.10.9,14.11.13,14.11.16,14.25.15,14.28.15,14.30.7,14.31.19,14.34.10,15.2.2,15.3.12,15.4.9,15.6.6,15.10.17,15.10.18,16.1.2,16.6.14,16.7.5,16.9.26,16.11.3,16.13.22,16.13.23,17.8.5,18.3.14,18.3.15,18.3.16,18.3.21,18.22.16,18.24.12,18.30.4,18.30.7,19.49.2,20.4.4,20.11.24,20.12.18,20.30.26,21.1.16,21.12.11,23.1.1,23.8.19,23.13.17,23.20.6,23.30.6,23.30.9,23.36.14,23.41.12,23.45.20,23.46.2,23.51.12,23.51.23,23.52.15,23.55.5,23.62.6,23.65.1,23.65.2,23.65.7,23.65.10,23.66.19,24.2.13,24.2.15,24.10.11,24.11.10,24.14.15,24.16.13,24.23.4,24.23.34,24.40.10,24.41.2,26.9.6,26.12.2,26.12.10,26.14.22,26.27.8,26.32.27,27.5.23,27.9.6,27.9.12,29.3.2,30.1.1,38.1.6,41.4.16,42.5.10,42.5.17,42.5.29,42.6.17,42.8.13,42.9.27,42.9.31,42.10.30,42.13.30,42.17.12,42.20.47,42.23.29,42.24.23,43.1.13,43.6.64,44.1.11,44.7.40,44.28.10,45.15.21,45.16.7,58.11.33,59.5.10,60.2.8,60.4.5,64.1.6,66.5.6,66.8.2,66.9.20,66.14.4
ησαν	1510	v-iai-3p,v-ixi-3p	94	1.2.25,40.4.18,40.9.36,40.14.21,40.15.38,40.22.8,40.22.25,40.24.38,40.25.2,40.26.43,40.27.55,41.1.16,41.2.6,41.2.15,41.2.18,41.4.1,41.6.31,41.6.34,41.6.44,41.8.9,41.9.4,41.10.32,41.12.20,41.14.4,41.14.40,41.14.56,41.15.40,42.1.6,42.1.7,42.2.8,42.4.20,42.4.25,42.4.27,42.5.10,42.5.17,42.5.29,42.7.41,42.8.2,42.8.40,42.9.14,42.9.30,42.9.32,42.14.1,42.15.1,42.20.29,42.23.55,42.24.10,42.24.13,42.24.53,43.1.24,43.2.6,43.12.20,43.17.6,43.20.19,43.20.26,43.21.2,43.21.8,44.1.10,44.1.13,44.1.14,44.2.1,44.2.2,44.2.5,44.2.42,44.2.44,44.4.6,44.4.13,44.4.31,44.5.12,44.11.20,44.12.3,44.12.12,44.13.1,44.13.48,44.14.4,44.14.7,44.14.26,44.17.11,44.18.3,44.19.7,44.19.14,44.20.8,44.21.9,44.21.29,44.23.13,46.10.1,48.1.23,48.2.6,58.2.15,61.3.5,62.2.19,66.4.11,66.9.8,66.18.23
γυμνοι	1131	a-npm	1	1.2.25
τε	5037	prt,conj	2	1.2.25,20.1.2
ησχυνοντο	153	v-imi-3p	1	1.2.25
οφις	3789	n-nsm	1	1.3.1
φρονιμωτατος	5429	a-nsms	1	1.3.1
θηριων	2342	n-gpn	1	1.3.1
γυναικι	1135	n-dsf	1	1.3.1
μη	3165	adv,prt-n	926	1.3.1,40.1.19,40.1.20,40.2.12,40.3.9,40.3.10,40.5.13,40.5.17,40.5.18,40.5.20,40.5.26,40.5.29,40.5.30,40.5.34,40.5.39,40.5.42,40.6.1,40.6.2,40.6.3,40.6.7,40.6.8,40.6.13,40.6.15,40.6.16,40.6.18,40.6.19,40.6.25,40.6.31,40.6.34,40.7.1,40.7.6,40.7.9,40.7.10,40.7.19,40.7.26,40.8.28,40.9.15,40.9.17,40.9.36,40.10.5,40.10.9,40.10.10,40.10.13,40.10.14,40.10.19,40.10.23,40.10.26,40.10.28,40.10.31,40.10.34,40.10.42,40.11.6,40.11.23,40.11.27,40.12.4,40.12.16,40.12.24,40.12.29,40.12.30,40.12.39,40.13.5,40.13.6,40.13.14,40.13.19,40.13.57,40.14.17,40.14.27,40.15.5,40.15.24,40.16.4,40.16.22,40.16.28,40.17.7,40.17.8,40.17.27,40.18.3,40.18.10,40.18.13,40.18.16,40.18.25,40.18.35,40.19.6,40.19.9,40.19.14,40.21.19,40.21.21,40.22.12,40.22.23,40.22.24,40.22.25,40.22.29,40.23.3,40.23.8,40.23.9,40.23.23,40.23.39,40.24.2,40.24.4,40.24.6,40.24.17,40.24.18,40.24.20,40.24.21,40.24.22,40.24.23,40.24.26,40.24.34,40.24.35,40.24.36,40.25.9,40.25.29,40.26.5,40.26.29,40.26.35,40.26.41,40.26.42,40.28.5,40.28.10,41.2.4,41.2.7,41.2.19,41.2.21,41.2.22,41.2.26,41.3.9,41.3.12,41.3.20,41.3.27,41.4.5,41.4.6,41.4.12,41.4.22,41.5.7,41.5.10,41.5.36,41.5.37,41.6.4,41.6.5,41.6.8,41.6.9,41.6.11,41.6.34,41.6.50,41.7.3,41.7.4,41.8.1,41.8.14,41.9.1,41.9.8,41.9.9,41.9.29,41.9.39,41.9.41,41.10.9,41.10.14,41.10.15,41.10.18,41.10.19,41.10.30,41.11.13,41.11.23,41.12.15,41.12.18,41.12.19,41.12.21,41.12.24,41.13.2,41.13.5,41.13.7,41.13.11,41.13.15,41.13.16,41.13.18,41.13.19,41.13.20,41.13.21,41.13.30,41.13.31,41.13.32,41.13.36,41.14.2,41.14.25,41.14.31,41.14.38,41.16.6,41.16.18,42.1.13,42.1.15,42.1.20,42.1.30,42.2.10,42.2.26,42.2.45,42.3.8,42.3.9,42.3.11,42.4.26,42.4.27,42.4.42,42.5.10,42.5.19,42.5.21,42.5.34,42.5.36,42.5.37,42.6.4,42.6.29,42.6.30,42.6.37,42.6.49,42.7.6,42.7.13,42.7.23,42.7.30,42.7.33,42.7.42,42.8.6,42.8.10,42.8.12,42.8.17,42.8.18,42.8.28,42.8.31,42.8.50,42.8.51,42.8.52,42.9.5,42.9.27,42.9.33,42.9.45,42.9.50,42.10.4,42.10.6,42.10.7,42.10.10,42.10.15,42.10.19,42.10.20,42.10.22,42.11.4,42.11.7,42.11.11,42.11.23,42.11.24,42.11.29,42.11.35,42.11.36,42.11.42,42.12.4,42.12.7,42.12.11,42.12.21,42.12.22,42.12.29,42.12.32,42.12.33,42.12.47,42.12.48,42.12.59,42.13.3,42.13.5,42.13.9,42.13.11,42.13.14,42.13.35,42.14.8,42.14.12,42.14.29,42.14.32,42.16.26,42.16.28,42.17.1,42.17.9,42.17.18,42.17.23,42.17.31,42.18.1,42.18.2,42.18.5,42.18.7,42.18.16,42.18.17,42.18.19,42.18.20,42.18.30,42.19.26,42.19.27,42.20.7,42.20.16,42.20.27,42.21.8,42.21.9,42.21.14,42.21.18,42.21.21,42.21.32,42.21.33,42.22.16,42.22.18,42.22.32,42.22.35,42.22.36,42.22.40,42.22.42,42.22.46,42.22.67,42.22.68,42.23.28,42.24.16,42.24.23,43.2.16,43.3.2,43.3.3,43.3.4,43.3.5,43.3.7,43.3.13,43.3.16,43.3.18,43.3.20,43.3.27,43.4.12,43.4.14,43.4.15,43.4.33,43.4.48,43.5.14,43.5.19,43.5.23,43.5.28,43.5.45,43.6.12,43.6.20,43.6.22,43.6.27,43.6.35,43.6.37,43.6.39,43.6.43,43.6.44,43.6.46,43.6.50,43.6.53,43.6.64,43.6.65,43.6.67,43.7.15,43.7.23,43.7.24,43.7.31,43.7.35,43.7.41,43.7.47,43.7.48,43.7.49,43.7.51,43.7.52,43.8.12,43.8.24,43.8.51,43.8.52,43.8.53,43.9.27,43.9.33,43.9.39,43.9.40,43.10.1,43.10.5,43.10.10,43.10.21,43.10.28,43.10.37,43.10.38,43.11.26,43.11.37,43.11.50,43.11.56,43.12.15,43.12.24,43.12.35,43.12.40,43.12.42,43.12.46,43.12.47,43.12.48,43.13.8,43.13.9,43.13.10,43.13.38,43.14.1,43.14.2,43.14.6,43.14.11,43.14.24,43.14.27,43.15.2,43.15.4,43.15.6,43.15.22,43.15.24,43.16.1,43.16.7,43.17.12,43.18.11,43.18.17,43.18.25,43.18.28,43.18.30,43.18.36,43.18.40,43.19.11,43.19.15,43.19.21,43.19.24,43.19.31,43.20.17,43.20.25,43.20.27,43.20.29,43.21.5,44.1.4,44.1.20,44.2.25,44.3.23,44.4.17,44.4.18,44.4.20,44.5.7,44.5.26,44.5.28,44.5.40,44.7.19,44.7.28,44.7.42,44.7.60,44.8.31,44.9.9,44.9.26,44.9.38,44.10.15,44.10.47,44.11.9,44.11.19,44.12.19,44.13.11,44.13.40,44.13.41,44.14.18,44.15.1,44.15.19,44.15.38,44.17.6,44.18.9,44.19.31,44.20.10,44.20.16,44.20.20,44.20.22,44.20.27,44.20.29,44.21.4,44.21.12,44.21.14,44.21.21,44.21.34,44.23.8,44.23.10,44.23.21,44.24.4,44.25.24,44.25.27,44.26.32,44.27.7,44.27.15,44.27.17,44.27.21,44.27.24,44.27.29,44.27.31,44.27.42,44.28.26,45.1.28,45.2.14,45.2.21,45.2.22,45.3.3,45.3.4,45.3.5,45.3.6,45.3.8,45.3.31,45.4.5,45.4.8,45.4.17,45.4.19,45.5.13,45.5.14,45.6.2,45.6.12,45.6.15,45.7.3,45.7.7,45.7.13,45.8.4,45.9.14,45.9.20,45.9.29,45.9.30,45.10.6,45.10.15,45.10.18,45.10.19,45.10.20,45.11.1,45.11.8,45.11.10,45.11.11,45.11.15,45.11.18,45.11.20,45.11.23,45.11.25,45.12.2,45.12.3,45.12.11,45.12.14,45.12.16,45.12.19,45.12.21,45.13.1,45.13.3,45.13.8,45.13.13,45.13.14,45.14.1,45.14.3,45.14.6,45.14.13,45.14.14,45.14.15,45.14.16,45.14.20,45.14.21,45.14.22,45.15.1,45.15.20,46.1.7,46.1.10,46.1.13,46.1.14,46.1.15,46.1.17,46.1.28,46.1.29,46.2.2,46.2.5,46.2.11,46.4.5,46.4.6,46.4.7,46.4.18,46.5.8,46.5.9,46.5.11,46.6.9,46.6.15,46.7.1,46.7.5,46.7.10,46.7.11,46.7.12,46.7.13,46.7.17,46.7.18,46.7.21,46.7.23,46.7.27,46.7.29,46.7.30,46.7.31,46.7.37,46.7.38,46.8.4,46.8.8,46.8.9,46.8.13,46.9.4,46.9.5,46.9.6,46.9.8,46.9.9,46.9.12,46.9.16,46.9.18,46.9.20,46.9.21,46.9.27,46.10.6,46.10.12,46.10.13,46.10.22,46.10.28,46.10.33,46.11.22,46.11.29,46.11.32,46.11.34,46.12.3,46.12.25,46.12.29,46.12.30,46.13.1,46.13.2,46.13.3,46.14.5,46.14.6,46.14.7,46.14.9,46.14.11,46.14.20,46.14.28,46.14.39,46.15.2,46.15.33,46.15.34,46.15.36,46.16.2,46.16.11,47.1.9,47.2.1,47.2.2,47.2.3,47.2.5,47.2.7,47.2.11,47.2.13,47.3.1,47.3.7,47.3.13,47.3.14,47.4.2,47.4.4,47.4.7,47.4.18,47.5.12,47.5.19,47.5.21,47.6.1,47.6.3,47.6.9,47.6.14,47.6.17,47.8.20,47.9.3,47.9.4,47.9.5,47.9.7,47.10.2,47.10.9,47.10.14,47.11.3,47.11.16,47.12.5,47.12.6,47.12.7,47.12.13,47.12.17,47.12.20,47.12.21,47.13.7,47.13.10,48.1.7,48.1.19,48.2.2,48.2.16,48.2.17,48.3.21,48.4.8,48.4.11,48.4.18,48.4.30,48.5.1,48.5.7,48.5.13,48.5.15,48.5.16,48.5.17,48.5.26,48.6.1,48.6.7,48.6.9,48.6.12,48.6.14,49.2.9,49.2.12,49.3.13,49.4.9,49.4.26,49.4.29,49.4.30,49.5.7,49.5.11,49.5.15,49.5.17,49.5.18,49.5.27,49.6.4,49.6.6,50.1.28,50.2.4,50.2.12,50.2.27,50.3.9,50.4.15,51.1.23,51.2.8,51.2.16,51.2.21,51.3.2,51.3.9,51.3.19,51.3.21,51.3.22,52.1.8,52.2.9,52.2.15,52.3.5,52.4.5,52.4.6,52.4.13,52.4.15,52.5.3,52.5.6,52.5.15,52.5.19,52.5.20,53.1.8,53.2.2,53.2.3,53.2.12,53.3.6,53.3.8,53.3.13,53.3.14,53.3.15,54.1.3,54.1.7,54.1.20,54.2.9,54.3.3,54.3.6,54.3.7,54.3.8,54.3.11,54.4.14,54.5.1,54.5.9,54.5.13,54.5.16,54.5.19,54.6.1,54.6.2,54.6.3,54.6.17,55.1.8,55.2.5,55.2.14,55.4.16,56.1.6,56.1.7,56.1.11,56.1.14,56.2.3,56.2.5,56.2.9,56.2.10,56.3.14,57.1.14,57.1.19,58.3.8,58.3.13,58.3.15,58.3.18,58.4.2,58.4.7,58.4.11,58.4.15,58.6.1,58.6.12,58.7.6,58.8.11,58.8.12,58.9.9,58.9.17,58.10.17,58.10.25,58.10.35,58.11.3,58.11.5,58.11.8,58.11.13,58.11.27,58.11.28,58.11.40,58.12.3,58.12.5,58.12.13,58.12.15,58.12.16,58.12.19,58.12.25,58.12.27,58.13.2,58.13.5,58.13.9,58.13.16,58.13.17,59.1.5,59.1.7,59.1.16,59.1.22,59.1.26,59.2.1,59.2.11,59.2.13,59.2.14,59.2.16,59.2.17,59.3.1,59.3.12,59.3.14,59.4.2,59.4.11,59.4.17,59.5.9,59.5.12,59.5.17,60.1.8,60.1.14,60.2.6,60.2.16,60.3.6,60.3.7,60.3.9,60.3.10,60.3.14,60.4.4,60.4.12,60.4.15,60.4.16,60.5.2,61.1.9,61.1.10,61.2.21,61.3.8,61.3.9,61.3.17,62.2.1,62.2.4,62.2.15,62.2.22,62.2.28,62.3.10,62.3.13,62.3.14,62.3.18,62.3.21,62.4.1,62.4.3,62.4.8,62.4.20,62.5.5,62.5.10,62.5.12,62.5.16,63.1.7,63.1.8,63.1.9,63.1.10,64.1.10,64.1.11,65.1.5,65.1.6,65.1.19,66.1.17,66.2.5,66.2.10,66.2.11,66.2.16,66.2.17,66.2.22,66.3.3,66.3.5,66.3.12,66.3.18,66.5.5,66.6.6,66.7.1,66.7.3,66.7.16,66.8.12,66.9.4,66.9.5,66.9.6,66.9.20,66.10.4,66.11.2,66.11.6,66.13.15,66.13.17,66.14.3,66.15.4,66.16.15,66.18.4,66.18.7,66.18.14,66.18.21,66.18.22,66.18.23,66.19.10,66.19.12,66.20.3,66.21.25,66.21.27,66.22.9,66.22.10
οφει	3789	n-dsm	1	1.3.2
καρπου	2590	n-gsm	1	1.3.2
παραδεισου	3857	n-gsm	1	1.3.2
φαγομεθα	2068	v-fmi-1p	1	1.3.2
ουδε	3761	conj,adv	2	1.3.3,40.5.15
αψησθε	680	v-ams-2p	1	1.3.3
ινα	2443	conj,adv	2	1.3.3,10.11.22
αποθανητε	599	v-aas-2p	1	1.3.3
διανοιχθησονται	1272	v-fpi-3p	1	1.3.5
υμων	4771	p-gp,p-gpf,p-2gp	491	1.3.5,8.1.8,40.5.11,40.5.12,40.5.16,40.5.20,40.5.37,40.5.44,40.5.45,40.5.47,40.5.48,40.6.1,40.6.8,40.6.14,40.6.15,40.6.25,40.6.26,40.6.27,40.6.32,40.7.6,40.7.9,40.7.11,40.9.4,40.9.11,40.9.29,40.10.9,40.10.13,40.10.14,40.10.20,40.10.29,40.10.30,40.11.29,40.12.11,40.12.27,40.13.16,40.15.3,40.15.6,40.15.7,40.17.17,40.17.20,40.17.24,40.18.14,40.18.19,40.18.35,40.19.8,40.20.26,40.20.27,40.21.2,40.21.43,40.23.8,40.23.9,40.23.10,40.23.11,40.23.15,40.23.32,40.23.34,40.23.38,40.24.20,40.24.42,40.25.8,40.26.21,40.26.29,40.28.20,41.2.8,41.6.11,41.7.6,41.7.9,41.7.13,41.8.17,41.9.19,41.10.5,41.10.43,41.11.2,41.11.25,41.14.18,42.3.14,42.4.21,42.5.4,42.5.22,42.6.22,42.6.23,42.6.24,42.6.27,42.6.35,42.6.36,42.6.38,42.8.25,42.9.5,42.9.41,42.9.44,42.9.50,42.10.6,42.10.11,42.10.16,42.10.20,42.11.5,42.11.11,42.11.13,42.11.19,42.11.39,42.11.46,42.11.47,42.11.48,42.12.7,42.12.25,42.12.30,42.12.32,42.12.33,42.12.34,42.12.35,42.13.15,42.13.35,42.14.5,42.14.28,42.14.33,42.15.4,42.16.15,42.16.26,42.17.7,42.17.21,42.21.14,42.21.16,42.21.18,42.21.19,42.21.28,42.21.34,42.22.10,42.22.15,42.22.19,42.22.20,42.22.27,42.22.53,42.23.14,42.23.28,42.24.38,43.1.26,43.4.35,43.5.45,43.6.49,43.6.64,43.6.70,43.7.19,43.7.33,43.8.7,43.8.21,43.8.24,43.8.26,43.8.41,43.8.42,43.8.44,43.8.46,43.8.54,43.8.56,43.9.19,43.9.41,43.10.34,43.13.14,43.13.18,43.13.21,43.13.33,43.14.1,43.14.9,43.14.16,43.14.27,43.14.30,43.15.11,43.15.16,43.15.18,43.16.4,43.16.5,43.16.6,43.16.20,43.16.22,43.16.24,43.16.26,43.18.31,43.19.14,43.19.15,43.20.17,44.1.7,44.1.11,44.2.17,44.2.22,44.2.38,44.2.39,44.3.16,44.3.17,44.3.19,44.3.22,44.3.25,44.3.26,44.4.10,44.4.11,44.4.19,44.5.28,44.6.3,44.7.37,44.7.51,44.7.52,44.13.41,44.14.17,44.15.24,44.17.23,44.18.6,44.18.14,44.20.18,44.20.30,44.24.21,44.25.26,44.27.22,44.27.34,44.28.25,45.1.8,45.1.9,45.1.12,45.6.12,45.6.13,45.6.14,45.6.19,45.6.22,45.8.11,45.12.1,45.12.18,45.14.16,45.15.14,45.15.24,45.15.28,45.15.33,45.16.2,45.16.19,45.16.20,46.1.4,46.1.11,46.1.12,46.1.13,46.1.14,46.1.26,46.2.5,46.3.21,46.3.22,46.4.3,46.5.2,46.5.4,46.5.6,46.5.13,46.6.1,46.6.15,46.6.19,46.6.20,46.7.5,46.7.14,46.7.28,46.7.35,46.8.9,46.9.11,46.9.12,46.11.18,46.11.20,46.11.24,46.12.21,46.14.18,46.14.36,46.15.14,46.15.17,46.15.58,46.16.2,46.16.3,46.16.14,46.16.18,46.16.23,46.16.24,47.1.6,47.1.11,47.1.14,47.1.16,47.1.23,47.1.24,47.2.3,47.2.9,47.3.1,47.4.5,47.5.11,47.6.12,47.7.4,47.7.7,47.7.12,47.7.13,47.7.14,47.7.15,47.8.13,47.8.14,47.8.16,47.8.24,47.9.2,47.9.3,47.9.5,47.9.10,47.9.13,47.9.14,47.10.6,47.10.8,47.10.13,47.10.14,47.10.15,47.10.16,47.11.3,47.11.8,47.12.11,47.12.13,47.12.14,47.12.15,47.12.19,47.13.9,47.13.11,47.13.14,48.3.2,48.4.12,48.4.14,48.4.15,48.4.16,48.6.18,49.1.13,49.1.16,49.2.1,49.2.8,49.3.1,49.3.13,49.3.17,49.4.4,49.4.23,49.4.26,49.4.29,49.4.31,49.5.2,49.5.19,49.6.1,49.6.4,49.6.5,49.6.9,49.6.14,49.6.22,50.1.3,50.1.4,50.1.5,50.1.7,50.1.9,50.1.19,50.1.25,50.1.26,50.1.27,50.1.28,50.2.17,50.2.19,50.2.20,50.2.25,50.2.30,50.4.5,50.4.6,50.4.7,50.4.9,50.4.17,50.4.18,50.4.19,50.4.23,51.1.3,51.1.4,51.1.7,51.1.8,51.1.9,51.1.24,51.2.1,51.2.5,51.2.13,51.3.3,51.3.4,51.3.8,51.3.15,51.3.16,51.3.21,51.4.6,51.4.8,51.4.9,51.4.12,51.4.13,51.4.18,52.1.2,52.1.3,52.1.4,52.1.8,52.2.6,52.2.7,52.2.8,52.2.9,52.2.11,52.2.17,52.3.2,52.3.5,52.3.6,52.3.7,52.3.9,52.3.10,52.3.13,52.4.3,52.4.4,52.4.11,52.5.12,52.5.23,52.5.28,53.1.3,53.1.4,53.1.11,53.2.13,53.2.17,53.3.5,53.3.8,53.3.16,53.3.18,54.6.21,55.4.22,56.3.15,57.1.22,57.1.25,58.3.8,58.3.9,58.3.12,58.3.13,58.3.15,58.4.1,58.4.7,58.6.9,58.6.10,58.6.11,58.10.34,58.10.35,58.12.3,58.12.13,58.13.7,58.13.17,58.13.24,58.13.25,59.1.3,59.1.5,59.1.21,59.2.2,59.2.6,59.2.16,59.3.14,59.4.1,59.4.3,59.4.7,59.4.9,59.4.14,59.4.16,59.5.1,59.5.2,59.5.3,59.5.4,59.5.5,59.5.8,59.5.12,60.1.7,60.1.13,60.1.14,60.1.17,60.1.18,60.1.21,60.1.22,60.2.12,60.2.21,60.2.25,60.3.2,60.3.7,60.3.15,60.3.16,60.4.4,60.4.15,60.5.7,60.5.8,60.5.9,61.1.5,61.1.10,61.1.19,61.3.1,61.3.2,63.1.12,65.1.12,65.1.20,66.1.9,66.2.10,66.2.23,66.18.20
οφθαλμοι	3788	n-npm	1	1.3.5
εσεσθε	1510	v-fmi-2p,v-fxi-2p	13	1.3.5,40.5.48,40.6.5,40.10.22,40.24.9,41.13.13,42.6.35,42.21.17,43.8.36,44.1.8,46.14.9,47.6.18,60.1.16
